Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US250214151012,250214151012,"Block Group 2, Census Tract 4151.01, Norfolk County, Massachusetts",3266,254,2490,276,234,195,0,12,343,74,12,19,28,42,159,127,53,81,106,100
1500000US250214151021,250214151021,"Block Group 1, Census Tract 4151.02, Norfolk County, Massachusetts",1605,499,1501,458,0,12,0,12,0,12,0,12,84,124,20,30,0,12,20,30
1500000US250214151022,250214151022,"Block Group 2, Census Tract 4151.02, Norfolk County, Massachusetts",1358,291,905,252,261,143,0,12,107,63,0,12,0,12,85,86,24,37,61,77
1500000US250214151023,250214151023,"Block Group 3, Census Tract 4151.02, Norfolk County, Massachusetts",2043,473,1520,358,231,270,0,12,163,183,0,12,71,107,58,58,0,12,58,58
1500000US250214151024,250214151024,"Block Group 4, Census Tract 4151.02, Norfolk County, Massachusetts",1675,486,1417,450,39,69,0,12,74,119,0,12,84,131,61,93,0,12,61,93
1500000US250214151025,250214151025,"Block Group 5, Census Tract 4151.02, Norfolk County, Massachusetts",1677,348,1408,356,16,56,0,12,232,207,0,12,0,12,21,33,21,33,0,12
1500000US250214152001,250214152001,"Block Group 1, Census Tract 4152, Norfolk County, Massachusetts",3112,471,2818,451,258,156,0,12,17,29,0,12,0,12,19,32,0,12,19,32
1500000US250214152002,250214152002,"Block Group 2, Census Tract 4152, Norfolk County, Massachusetts",2632,471,1934,486,277,161,0,12,336,249,0,12,0,12,85,103,26,44,59,95
1500000US250214153001,250214153001,"Block Group 1, Census Tract 4153, Norfolk County, Massachusetts",2588,219,2299,248,64,59,0,12,205,141,0,12,20,30,0,12,0,12,0,12
1500000US250214153002,250214153002,"Block Group 2, Census Tract 4153, Norfolk County, Massachusetts",1283,199,1188,205,5,11,0,12,74,78,0,12,0,12,16,27,0,12,16,27
1500000US250214161011,250214161011,"Block Group 1, Census Tract 4161.01, Norfolk County, Massachusetts",518,175,446,168,0,12,0,12,72,81,0,12,0,12,0,12,0,12,0,12
1500000US250214161012,250214161012,"Block Group 2, Census Tract 4161.01, Norfolk County, Massachusetts",1960,386,1554,381,78,98,0,12,240,208,0,12,53,85,35,54,0,12,35,54
1500000US250214161013,250214161013,"Block Group 3, Census Tract 4161.01, Norfolk County, Massachusetts",2248,374,1722,393,272,216,0,12,123,134,0,12,91,113,40,39,0,12,40,39
1500000US250214161014,250214161014,"Block Group 4, Census Tract 4161.01, Norfolk County, Massachusetts",1026,277,806,245,0,12,0,12,190,219,0,12,0,12,30,45,0,12,30,45
1500000US250214161021,250214161021,"Block Group 1, Census Tract 4161.02, Norfolk County, Massachusetts",3028,282,2405,297,256,164,9,18,237,105,0,12,30,21,91,49,35,33,56,34
1500000US250214161022,250214161022,"Block Group 2, Census Tract 4161.02, Norfolk County, Massachusetts",951,129,718,132,192,160,0,12,17,16,0,12,0,12,24,22,5,7,19,21
1500000US250214162001,250214162001,"Block Group 1, Census Tract 4162, Norfolk County, Massachusetts",952,474,73,85,810,449,0,12,0,12,0,12,0,12,69,80,0,12,69,80
1500000US250214162002,250214162002,"Block Group 2, Census Tract 4162, Norfolk County, Massachusetts",828,309,645,287,40,74,0,12,48,75,0,12,0,12,95,88,0,12,95,88
1500000US250214162003,250214162003,"Block Group 3, Census Tract 4162, Norfolk County, Massachusetts",1403,466,1196,444,0,12,0,12,55,65,0,12,66,112,86,81,0,12,86,81
1500000US250214162004,250214162004,"Block Group 4, Census Tract 4162, Norfolk County, Massachusetts",754,295,421,167,248,215,0,12,58,68,0,12,0,12,27,43,0,12,27,43
1500000US250214162005,250214162005,"Block Group 5, Census Tract 4162, Norfolk County, Massachusetts",789,251,370,182,330,261,0,12,89,133,0,12,0,12,0,12,0,12,0,12
1500000US250214162006,250214162006,"Block Group 6, Census Tract 4162, Norfolk County, Massachusetts",986,439,474,199,425,408,0,12,0,12,0,12,34,55,53,110,0,12,53,110
1500000US250214162007,250214162007,"Block Group 7, Census Tract 4162, Norfolk County, Massachusetts",1188,380,478,247,663,315,0,12,0,12,0,12,18,28,29,56,10,19,19,38
1500000US250214163001,250214163001,"Block Group 1, Census Tract 4163, Norfolk County, Massachusetts",1498,240,1392,243,46,48,0,12,37,33,0,12,0,12,23,25,0,12,23,25
1500000US250214163002,250214163002,"Block Group 2, Census Tract 4163, Norfolk County, Massachusetts",701,175,364,137,276,198,0,12,27,33,0,12,0,12,34,44,0,12,34,44
1500000US250214163003,250214163003,"Block Group 3, Census Tract 4163, Norfolk County, Massachusetts",684,174,597,167,78,74,0,12,0,12,0,12,0,12,9,16,0,12,9,16
1500000US250214163004,250214163004,"Block Group 4, Census Tract 4163, Norfolk County, Massachusetts",950,190,834,196,0,12,0,12,91,63,0,12,0,12,25,41,0,12,25,41
1500000US250214163005,250214163005,"Block Group 5, Census Tract 4163, Norfolk County, Massachusetts",1048,311,534,202,396,174,0,12,6,11,0,12,9,15,103,106,55,59,48,55
1500000US250214164001,250214164001,"Block Group 1, Census Tract 4164, Norfolk County, Massachusetts",587,207,461,164,13,22,0,12,56,97,0,12,0,12,57,88,0,12,57,88
1500000US250214164002,250214164002,"Block Group 2, Census Tract 4164, Norfolk County, Massachusetts",493,157,368,124,0,12,0,12,109,134,0,12,0,12,16,26,0,12,16,26
1500000US250214164003,250214164003,"Block Group 3, Census Tract 4164, Norfolk County, Massachusetts",1055,282,955,239,0,12,0,12,100,152,0,12,0,12,0,12,0,12,0,12
1500000US250214164004,250214164004,"Block Group 4, Census Tract 4164, Norfolk County, Massachusetts",846,253,787,243,0,12,0,12,47,75,0,12,0,12,12,18,0,12,12,18
1500000US250214164005,250214164005,"Block Group 5, Census Tract 4164, Norfolk County, Massachusetts",1143,331,1143,331,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214164006,250214164006,"Block Group 6, Census Tract 4164, Norfolk County, Massachusetts",1061,350,1046,348,0,12,0,12,15,24,0,12,0,12,0,12,0,12,0,12
1500000US250214164007,250214164007,"Block Group 7, Census Tract 4164, Norfolk County, Massachusetts",830,222,623,206,13,20,0,12,194,168,0,12,0,12,0,12,0,12,0,12
1500000US250214171001,250214171001,"Block Group 1, Census Tract 4171, Norfolk County, Massachusetts",959,482,496,244,0,12,0,12,424,397,0,12,39,60,0,12,0,12,0,12
1500000US250214171002,250214171002,"Block Group 2, Census Tract 4171, Norfolk County, Massachusetts",827,253,517,193,121,167,0,12,174,124,0,12,0,12,15,28,0,12,15,28
1500000US250214171003,250214171003,"Block Group 3, Census Tract 4171, Norfolk County, Massachusetts",1274,312,747,210,0,12,0,12,515,329,0,12,0,12,12,23,0,12,12,23
1500000US250214171004,250214171004,"Block Group 4, Census Tract 4171, Norfolk County, Massachusetts",952,281,736,263,82,138,0,12,118,85,0,12,16,23,0,12,0,12,0,12
1500000US250214171005,250214171005,"Block Group 5, Census Tract 4171, Norfolk County, Massachusetts",690,182,540,186,0,12,0,12,136,107,0,12,0,12,14,22,0,12,14,22
1500000US250214172001,250214172001,"Block Group 1, Census Tract 4172, Norfolk County, Massachusetts",2749,392,1322,334,122,122,0,12,1305,422,0,12,0,12,0,12,0,12,0,12
1500000US250214172002,250214172002,"Block Group 2, Census Tract 4172, Norfolk County, Massachusetts",864,444,516,377,160,252,0,12,170,154,0,12,0,12,18,28,0,12,18,28
1500000US250214172003,250214172003,"Block Group 3, Census Tract 4172, Norfolk County, Massachusetts",953,411,367,197,0,12,0,12,586,393,0,12,0,12,0,12,0,12,0,12
1500000US250214172004,250214172004,"Block Group 4, Census Tract 4172, Norfolk County, Massachusetts",748,253,463,225,16,24,0,12,269,176,0,12,0,12,0,12,0,12,0,12
1500000US250214172005,250214172005,"Block Group 5, Census Tract 4172, Norfolk County, Massachusetts",952,295,700,213,0,12,0,12,252,215,0,12,0,12,0,12,0,12,0,12
1500000US250214172006,250214172006,"Block Group 6, Census Tract 4172, Norfolk County, Massachusetts",885,278,629,190,25,35,0,12,88,87,0,12,0,12,143,194,0,12,143,194
1500000US250214172007,250214172007,"Block Group 7, Census Tract 4172, Norfolk County, Massachusetts",780,397,85,81,0,12,0,12,695,399,0,12,0,12,0,12,0,12,0,12
1500000US250214173001,250214173001,"Block Group 1, Census Tract 4173, Norfolk County, Massachusetts",2047,296,1680,280,38,50,0,12,329,146,0,12,0,12,0,12,0,12,0,12
1500000US250214173002,250214173002,"Block Group 2, Census Tract 4173, Norfolk County, Massachusetts",950,227,717,153,38,38,0,12,186,152,0,12,1,2,8,13,0,12,8,13
1500000US250214174001,250214174001,"Block Group 1, Census Tract 4174, Norfolk County, Massachusetts",920,201,909,195,0,12,0,12,0,12,0,12,0,12,11,17,0,12,11,17
1500000US250214174002,250214174002,"Block Group 2, Census Tract 4174, Norfolk County, Massachusetts",978,236,764,178,98,100,0,12,73,91,0,12,31,48,12,19,12,19,0,12
1500000US250214174003,250214174003,"Block Group 3, Census Tract 4174, Norfolk County, Massachusetts",491,143,474,145,0,12,0,12,17,25,0,12,0,12,0,12,0,12,0,12
1500000US250214175011,250214175011,"Block Group 1, Census Tract 4175.01, Norfolk County, Massachusetts",997,417,809,400,0,12,0,12,112,127,0,12,29,61,47,69,0,12,47,69
1500000US250214175012,250214175012,"Block Group 2, Census Tract 4175.01, Norfolk County, Massachusetts",1494,351,659,284,0,12,21,33,774,295,0,12,40,62,0,12,0,12,0,12
1500000US250214175013,250214175013,"Block Group 3, Census Tract 4175.01, Norfolk County, Massachusetts",1438,345,836,232,39,48,0,12,406,270,0,12,0,12,157,175,0,12,157,175
1500000US250214175014,250214175014,"Block Group 4, Census Tract 4175.01, Norfolk County, Massachusetts",1113,335,375,164,0,12,0,12,738,321,0,12,0,12,0,12,0,12,0,12
1500000US250214175021,250214175021,"Block Group 1, Census Tract 4175.02, Norfolk County, Massachusetts",798,183,439,137,15,20,0,12,274,115,0,12,9,15,61,76,0,12,61,76
1500000US250214175022,250214175022,"Block Group 2, Census Tract 4175.02, Norfolk County, Massachusetts",1047,364,264,108,23,37,0,12,760,379,0,12,0,12,0,12,0,12,0,12
1500000US250214175023,250214175023,"Block Group 3, Census Tract 4175.02, Norfolk County, Massachusetts",1184,359,317,150,46,51,0,12,795,403,0,12,0,12,26,42,0,12,26,42
1500000US250214175024,250214175024,"Block Group 4, Census Tract 4175.02, Norfolk County, Massachusetts",1558,265,655,169,88,91,0,12,781,262,0,12,0,12,34,33,0,12,34,33
1500000US250214176011,250214176011,"Block Group 1, Census Tract 4176.01, Norfolk County, Massachusetts",531,220,517,221,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214176012,250214176012,"Block Group 2, Census Tract 4176.01, Norfolk County, Massachusetts",1852,513,1241,506,39,33,0,12,490,282,0,12,17,23,65,65,7,8,58,64
1500000US250214176013,250214176013,"Block Group 3, Census Tract 4176.01, Norfolk County, Massachusetts",1671,551,622,347,0,12,0,12,1049,559,0,12,0,12,0,12,0,12,0,12
1500000US250214176014,250214176014,"Block Group 4, Census Tract 4176.01, Norfolk County, Massachusetts",1071,296,242,113,15,26,100,137,714,310,0,12,0,12,0,12,0,12,0,12
1500000US250214176021,250214176021,"Block Group 1, Census Tract 4176.02, Norfolk County, Massachusetts",1470,334,1258,310,40,47,0,12,150,133,0,12,22,36,0,12,0,12,0,12
1500000US250214176022,250214176022,"Block Group 2, Census Tract 4176.02, Norfolk County, Massachusetts",1611,308,959,281,86,64,0,12,434,225,132,129,0,12,0,12,0,12,0,12
1500000US250214176023,250214176023,"Block Group 3, Census Tract 4176.02, Norfolk County, Massachusetts",1954,393,941,303,128,94,0,12,885,283,0,12,0,12,0,12,0,12,0,12
1500000US250214177011,250214177011,"Block Group 1, Census Tract 4177.01, Norfolk County, Massachusetts",1428,357,931,319,75,115,0,12,422,228,0,12,0,12,0,12,0,12,0,12
1500000US250214177012,250214177012,"Block Group 2, Census Tract 4177.01, Norfolk County, Massachusetts",854,277,694,269,17,27,0,12,143,153,0,12,0,12,0,12,0,12,0,12
1500000US250214177013,250214177013,"Block Group 3, Census Tract 4177.01, Norfolk County, Massachusetts",1956,489,852,376,87,92,0,12,926,435,0,12,0,12,91,109,0,12,91,109
1500000US250214177014,250214177014,"Block Group 4, Census Tract 4177.01, Norfolk County, Massachusetts",1142,252,849,201,37,36,0,12,238,175,0,12,0,12,18,32,0,12,18,32
1500000US250214177021,250214177021,"Block Group 1, Census Tract 4177.02, Norfolk County, Massachusetts",711,186,685,188,0,12,0,12,19,28,0,12,0,12,7,12,0,12,7,12
1500000US250214177022,250214177022,"Block Group 2, Census Tract 4177.02, Norfolk County, Massachusetts",1029,182,542,162,200,120,0,12,209,116,0,12,20,30,58,53,0,12,58,53
1500000US250214177023,250214177023,"Block Group 3, Census Tract 4177.02, Norfolk County, Massachusetts",1034,169,915,158,0,12,0,12,111,143,0,12,0,12,8,12,0,12,8,12
1500000US250214178011,250214178011,"Block Group 1, Census Tract 4178.01, Norfolk County, Massachusetts",526,215,510,213,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214178012,250214178012,"Block Group 2, Census Tract 4178.01, Norfolk County, Massachusetts",1172,490,778,211,323,467,0,12,27,42,0,12,0,12,44,43,0,12,44,43
1500000US250214178013,250214178013,"Block Group 3, Census Tract 4178.01, Norfolk County, Massachusetts",866,256,791,239,0,12,0,12,75,102,0,12,0,12,0,12,0,12,0,12
1500000US250214178014,250214178014,"Block Group 4, Census Tract 4178.01, Norfolk County, Massachusetts",866,262,754,242,15,23,0,12,97,115,0,12,0,12,0,12,0,12,0,12
1500000US250214178015,250214178015,"Block Group 5, Census Tract 4178.01, Norfolk County, Massachusetts",1377,364,1296,366,0,12,0,12,16,25,0,12,0,12,65,88,0,12,65,88
1500000US250214178021,250214178021,"Block Group 1, Census Tract 4178.02, Norfolk County, Massachusetts",1936,333,1157,278,49,59,0,12,641,214,0,12,0,12,89,78,0,12,89,78
1500000US250214178022,250214178022,"Block Group 2, Census Tract 4178.02, Norfolk County, Massachusetts",1385,244,492,151,163,179,0,12,680,174,0,12,0,12,50,45,0,12,50,45
1500000US250214179011,250214179011,"Block Group 1, Census Tract 4179.01, Norfolk County, Massachusetts",1306,417,885,351,136,154,0,12,266,256,0,12,0,12,19,31,0,12,19,31
1500000US250214179012,250214179012,"Block Group 2, Census Tract 4179.01, Norfolk County, Massachusetts",2416,542,1678,587,172,150,0,12,354,243,0,12,120,152,92,105,58,95,34,39
1500000US250214179013,250214179013,"Block Group 3, Census Tract 4179.01, Norfolk County, Massachusetts",1261,373,722,242,169,249,0,12,311,254,0,12,19,31,40,53,0,12,40,53
1500000US250214179014,250214179014,"Block Group 4, Census Tract 4179.01, Norfolk County, Massachusetts",712,236,280,146,0,12,0,12,382,190,0,12,0,12,50,77,25,39,25,38
1500000US250214179015,250214179015,"Block Group 5, Census Tract 4179.01, Norfolk County, Massachusetts",801,236,641,240,0,12,0,12,101,77,0,12,0,12,59,99,0,12,59,99
1500000US250214179021,250214179021,"Block Group 1, Census Tract 4179.02, Norfolk County, Massachusetts",1545,340,978,302,89,93,0,12,436,193,0,12,42,46,0,12,0,12,0,12
1500000US250214179022,250214179022,"Block Group 2, Census Tract 4179.02, Norfolk County, Massachusetts",1443,354,910,245,181,203,0,12,352,308,0,12,0,12,0,12,0,12,0,12
1500000US250214179023,250214179023,"Block Group 3, Census Tract 4179.02, Norfolk County, Massachusetts",1049,334,746,257,45,43,0,12,243,185,6,11,0,12,9,15,0,12,9,15
1500000US250214180021,250214180021,"Block Group 1, Census Tract 4180.02, Norfolk County, Massachusetts",1642,383,766,196,137,131,0,12,703,335,0,12,0,12,36,60,0,12,36,60
1500000US250214180022,250214180022,"Block Group 2, Census Tract 4180.02, Norfolk County, Massachusetts",514,146,493,144,0,12,0,12,0,12,0,12,21,34,0,12,0,12,0,12
1500000US250214180023,250214180023,"Block Group 3, Census Tract 4180.02, Norfolk County, Massachusetts",1216,352,1112,337,9,20,0,12,95,116,0,12,0,12,0,12,0,12,0,12
1500000US250214180024,250214180024,"Block Group 4, Census Tract 4180.02, Norfolk County, Massachusetts",1214,376,739,288,29,50,0,12,436,265,0,12,0,12,10,17,10,17,0,12
1500000US250214180025,250214180025,"Block Group 5, Census Tract 4180.02, Norfolk County, Massachusetts",2611,621,756,346,274,145,15,28,1455,483,0,12,37,58,74,87,37,59,37,65
1500000US250214180031,250214180031,"Block Group 1, Census Tract 4180.03, Norfolk County, Massachusetts",2793,218,1855,294,178,120,0,12,657,136,0,12,60,66,43,56,0,12,43,56
1500000US250214180041,250214180041,"Block Group 1, Census Tract 4180.04, Norfolk County, Massachusetts",1574,376,1005,283,35,28,0,12,513,251,0,12,0,12,21,29,0,12,21,29
1500000US250214180042,250214180042,"Block Group 2, Census Tract 4180.04, Norfolk County, Massachusetts",546,143,331,129,76,74,0,12,114,105,0,12,0,12,25,32,0,12,25,32
1500000US250214180043,250214180043,"Block Group 3, Census Tract 4180.04, Norfolk County, Massachusetts",2257,336,1233,254,115,99,0,12,735,294,0,12,93,115,81,89,0,12,81,89
1500000US250214181011,250214181011,"Block Group 1, Census Tract 4181.01, Norfolk County, Massachusetts",1670,358,1136,282,0,12,0,12,534,209,0,12,0,12,0,12,0,12,0,12
1500000US250214181012,250214181012,"Block Group 2, Census Tract 4181.01, Norfolk County, Massachusetts",2640,437,1874,420,77,88,0,12,684,366,0,12,0,12,5,24,0,12,5,24
1500000US250214181013,250214181013,"Block Group 3, Census Tract 4181.01, Norfolk County, Massachusetts",471,249,405,246,24,41,0,12,42,52,0,12,0,12,0,12,0,12,0,12
1500000US250214181021,250214181021,"Block Group 1, Census Tract 4181.02, Norfolk County, Massachusetts",957,203,747,202,92,99,0,12,114,100,0,12,4,8,0,12,0,12,0,12
1500000US250214181022,250214181022,"Block Group 2, Census Tract 4181.02, Norfolk County, Massachusetts",2343,316,1633,294,152,102,0,12,350,133,0,12,102,96,106,90,10,16,96,89
1500000US250214182001,250214182001,"Block Group 1, Census Tract 4182, Norfolk County, Massachusetts",1540,348,1097,301,46,56,0,12,332,263,0,12,65,99,0,12,0,12,0,12
1500000US250214182002,250214182002,"Block Group 2, Census Tract 4182, Norfolk County, Massachusetts",2129,449,1487,451,526,408,0,12,116,128,0,12,0,12,0,12,0,12,0,12
1500000US250214182003,250214182003,"Block Group 3, Census Tract 4182, Norfolk County, Massachusetts",887,358,700,352,47,69,0,12,123,124,0,12,0,12,17,26,0,12,17,26
1500000US250214182004,250214182004,"Block Group 4, Census Tract 4182, Norfolk County, Massachusetts",2197,454,1294,316,174,207,0,12,438,313,0,12,131,136,160,138,117,121,43,69
1500000US250214191001,250214191001,"Block Group 1, Census Tract 4191, Norfolk County, Massachusetts",2170,392,1605,348,217,190,0,12,348,218,0,12,0,12,0,12,0,12,0,12
1500000US250214191002,250214191002,"Block Group 2, Census Tract 4191, Norfolk County, Massachusetts",1722,496,1483,473,0,12,0,12,239,172,0,12,0,12,0,12,0,12,0,12
1500000US250214191003,250214191003,"Block Group 3, Census Tract 4191, Norfolk County, Massachusetts",1421,271,1262,259,2,5,0,12,123,129,0,12,16,29,18,31,18,31,0,12
1500000US250214191004,250214191004,"Block Group 4, Census Tract 4191, Norfolk County, Massachusetts",715,380,340,193,186,238,0,12,176,260,0,12,0,12,13,20,0,12,13,20
1500000US250214192001,250214192001,"Block Group 1, Census Tract 4192, Norfolk County, Massachusetts",2776,299,2266,294,115,94,0,12,349,176,0,12,2,5,44,37,0,12,44,37
1500000US250214192002,250214192002,"Block Group 2, Census Tract 4192, Norfolk County, Massachusetts",737,216,675,227,0,12,0,12,62,57,0,12,0,12,0,12,0,12,0,12
1500000US250214192003,250214192003,"Block Group 3, Census Tract 4192, Norfolk County, Massachusetts",552,144,524,142,0,12,0,12,19,22,0,12,9,15,0,12,0,12,0,12
1500000US250214192004,250214192004,"Block Group 4, Census Tract 4192, Norfolk County, Massachusetts",1267,260,1078,253,40,43,0,12,86,85,0,12,0,12,63,99,0,12,63,99
1500000US250214193001,250214193001,"Block Group 1, Census Tract 4193, Norfolk County, Massachusetts",1510,310,849,219,201,148,20,30,338,151,0,12,0,12,102,123,0,12,102,123
1500000US250214193002,250214193002,"Block Group 2, Census Tract 4193, Norfolk County, Massachusetts",595,161,482,141,0,12,0,12,75,75,0,12,38,61,0,12,0,12,0,12
1500000US250214193003,250214193003,"Block Group 3, Census Tract 4193, Norfolk County, Massachusetts",1018,273,827,216,173,168,0,12,9,13,0,12,0,12,9,13,0,12,9,13
1500000US250214193004,250214193004,"Block Group 4, Census Tract 4193, Norfolk County, Massachusetts",1023,184,915,180,0,12,0,12,96,70,0,12,0,12,12,18,12,18,0,12
1500000US250214194001,250214194001,"Block Group 1, Census Tract 4194, Norfolk County, Massachusetts",687,171,660,168,0,12,0,12,0,12,0,12,27,43,0,12,0,12,0,12
1500000US250214194002,250214194002,"Block Group 2, Census Tract 4194, Norfolk County, Massachusetts",1032,187,985,193,0,12,0,12,47,36,0,12,0,12,0,12,0,12,0,12
1500000US250214194003,250214194003,"Block Group 3, Census Tract 4194, Norfolk County, Massachusetts",1499,290,1044,314,76,103,0,12,297,132,0,12,0,12,82,80,0,12,82,80
1500000US250214195001,250214195001,"Block Group 1, Census Tract 4195, Norfolk County, Massachusetts",975,228,827,238,83,80,0,12,54,53,0,12,0,12,11,18,0,12,11,18
1500000US250214195002,250214195002,"Block Group 2, Census Tract 4195, Norfolk County, Massachusetts",2045,250,1626,232,68,113,0,12,310,87,0,12,22,35,19,29,0,12,19,29
1500000US250214196001,250214196001,"Block Group 1, Census Tract 4196, Norfolk County, Massachusetts",1441,330,1221,339,80,80,0,12,124,90,0,12,0,12,16,26,0,12,16,26
1500000US250214196002,250214196002,"Block Group 2, Census Tract 4196, Norfolk County, Massachusetts",1177,291,1055,310,0,12,0,12,84,91,0,12,0,12,38,61,0,12,38,61
1500000US250214196003,250214196003,"Block Group 3, Census Tract 4196, Norfolk County, Massachusetts",2080,239,1856,264,0,12,46,71,94,88,0,12,33,51,51,59,0,12,51,59
1500000US250214196004,250214196004,"Block Group 4, Census Tract 4196, Norfolk County, Massachusetts",2073,320,1953,326,0,12,0,12,120,143,0,12,0,12,0,12,0,12,0,12
1500000US250214197001,250214197001,"Block Group 1, Census Tract 4197, Norfolk County, Massachusetts",1653,266,1070,235,0,12,0,12,467,161,0,12,52,57,64,78,12,18,52,75
1500000US250214197002,250214197002,"Block Group 2, Census Tract 4197, Norfolk County, Massachusetts",2527,231,2191,289,7,15,0,12,212,83,0,12,0,12,117,120,0,12,117,120
1500000US250214198001,250214198001,"Block Group 1, Census Tract 4198, Norfolk County, Massachusetts",1378,254,1077,231,14,23,0,12,218,107,0,12,35,53,34,42,0,12,34,42
1500000US250214198002,250214198002,"Block Group 2, Census Tract 4198, Norfolk County, Massachusetts",1145,246,913,203,75,64,0,12,138,138,0,12,19,22,0,12,0,12,0,12
1500000US250214198003,250214198003,"Block Group 3, Census Tract 4198, Norfolk County, Massachusetts",1864,352,1764,356,11,19,0,12,54,44,0,12,0,12,35,33,0,12,35,33
1500000US250214201001,250214201001,"Block Group 1, Census Tract 4201, Norfolk County, Massachusetts",738,288,420,162,287,241,0,12,0,12,0,12,12,21,19,31,19,31,0,12
1500000US250214201002,250214201002,"Block Group 2, Census Tract 4201, Norfolk County, Massachusetts",693,330,404,188,262,262,0,12,27,77,0,12,0,12,0,12,0,12,0,12
1500000US250214201003,250214201003,"Block Group 3, Census Tract 4201, Norfolk County, Massachusetts",852,296,274,127,379,280,0,12,109,102,0,12,60,96,30,46,30,46,0,12
1500000US250214201004,250214201004,"Block Group 4, Census Tract 4201, Norfolk County, Massachusetts",2976,668,1640,590,833,532,0,12,450,352,0,12,0,12,53,80,0,12,53,80
1500000US250214201005,250214201005,"Block Group 5, Census Tract 4201, Norfolk County, Massachusetts",2871,859,1223,630,984,538,0,12,512,427,0,12,113,182,39,66,0,12,39,66
1500000US250214202011,250214202011,"Block Group 1, Census Tract 4202.01, Norfolk County, Massachusetts",863,249,303,132,447,209,0,12,23,63,0,12,6,9,84,125,0,12,84,125
1500000US250214202012,250214202012,"Block Group 2, Census Tract 4202.01, Norfolk County, Massachusetts",3023,352,819,220,1555,410,0,12,438,301,0,12,140,124,71,96,62,94,9,19
1500000US250214202021,250214202021,"Block Group 1, Census Tract 4202.02, Norfolk County, Massachusetts",1221,281,613,265,302,205,0,12,194,239,0,12,112,104,0,12,0,12,0,12
1500000US250214202022,250214202022,"Block Group 2, Census Tract 4202.02, Norfolk County, Massachusetts",1222,364,625,221,336,250,0,12,260,243,0,12,0,12,1,3,0,12,1,3
1500000US250214202023,250214202023,"Block Group 3, Census Tract 4202.02, Norfolk County, Massachusetts",3857,641,1442,413,1763,483,0,12,357,375,0,12,152,168,143,113,0,12,143,113
1500000US250214203011,250214203011,"Block Group 1, Census Tract 4203.01, Norfolk County, Massachusetts",1051,294,649,245,308,217,0,12,58,107,0,12,19,33,17,29,0,12,17,29
1500000US250214203012,250214203012,"Block Group 2, Census Tract 4203.01, Norfolk County, Massachusetts",1670,551,222,151,865,329,0,12,583,500,0,12,0,12,0,12,0,12,0,12
1500000US250214203013,250214203013,"Block Group 3, Census Tract 4203.01, Norfolk County, Massachusetts",2561,521,1507,503,452,240,0,12,207,206,0,12,181,272,214,207,11,18,203,205
1500000US250214203014,250214203014,"Block Group 4, Census Tract 4203.01, Norfolk County, Massachusetts",1895,478,671,249,741,386,0,12,273,229,0,12,34,59,176,170,0,12,176,170
1500000US250214203021,250214203021,"Block Group 1, Census Tract 4203.02, Norfolk County, Massachusetts",2551,543,407,184,1300,465,0,12,420,274,23,50,375,355,26,35,20,32,6,14
1500000US250214203022,250214203022,"Block Group 2, Census Tract 4203.02, Norfolk County, Massachusetts",559,198,416,136,94,113,0,12,0,12,0,12,49,78,0,12,0,12,0,12
1500000US250214203023,250214203023,"Block Group 3, Census Tract 4203.02, Norfolk County, Massachusetts",741,318,249,139,389,322,0,12,36,58,0,12,25,42,42,72,42,72,0,12
1500000US250214203024,250214203024,"Block Group 4, Census Tract 4203.02, Norfolk County, Massachusetts",2785,536,1181,373,1377,423,0,12,129,175,0,12,33,52,65,104,65,104,0,12
1500000US250214203025,250214203025,"Block Group 5, Census Tract 4203.02, Norfolk County, Massachusetts",1575,468,663,250,542,314,30,48,93,152,0,12,98,136,149,168,0,12,149,168
1500000US250214211001,250214211001,"Block Group 1, Census Tract 4211, Norfolk County, Massachusetts",1419,361,1191,325,118,95,0,12,44,53,0,12,10,23,56,85,4,11,52,83
1500000US250214211002,250214211002,"Block Group 2, Census Tract 4211, Norfolk County, Massachusetts",563,288,563,288,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214211003,250214211003,"Block Group 3, Census Tract 4211, Norfolk County, Massachusetts",2833,579,2268,503,412,394,0,12,153,163,0,12,0,12,0,12,0,12,0,12
