Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
1500000US250056511004,250056511004,"Block Group 4, Census Tract 6511, Bristol County, Massachusetts",36719,23197
1500000US250056512001,250056512001,"Block Group 1, Census Tract 6512, Bristol County, Massachusetts",22917,5626
1500000US250056512002,250056512002,"Block Group 2, Census Tract 6512, Bristol County, Massachusetts",44438,7314
1500000US250056513001,250056513001,"Block Group 1, Census Tract 6513, Bristol County, Massachusetts",17727,7632
1500000US250056513002,250056513002,"Block Group 2, Census Tract 6513, Bristol County, Massachusetts",27697,8783
1500000US250056514001,250056514001,"Block Group 1, Census Tract 6514, Bristol County, Massachusetts",45132,33134
1500000US250056514002,250056514002,"Block Group 2, Census Tract 6514, Bristol County, Massachusetts",28796,8949
1500000US250056514003,250056514003,"Block Group 3, Census Tract 6514, Bristol County, Massachusetts",-,**
1500000US250056514004,250056514004,"Block Group 4, Census Tract 6514, Bristol County, Massachusetts",37955,15244
1500000US250056515001,250056515001,"Block Group 1, Census Tract 6515, Bristol County, Massachusetts",41250,14620
1500000US250056515002,250056515002,"Block Group 2, Census Tract 6515, Bristol County, Massachusetts",42917,16137
1500000US250056515003,250056515003,"Block Group 3, Census Tract 6515, Bristol County, Massachusetts",40500,8495
1500000US250056515004,250056515004,"Block Group 4, Census Tract 6515, Bristol County, Massachusetts",61108,8780
1500000US250056516001,250056516001,"Block Group 1, Census Tract 6516, Bristol County, Massachusetts",48576,24037
1500000US250056516002,250056516002,"Block Group 2, Census Tract 6516, Bristol County, Massachusetts",35875,18815
1500000US250056516003,250056516003,"Block Group 3, Census Tract 6516, Bristol County, Massachusetts",72622,23815
1500000US250056516004,250056516004,"Block Group 4, Census Tract 6516, Bristol County, Massachusetts",60667,12653
1500000US250056517001,250056517001,"Block Group 1, Census Tract 6517, Bristol County, Massachusetts",18833,3167
1500000US250056517002,250056517002,"Block Group 2, Census Tract 6517, Bristol County, Massachusetts",40245,7406
1500000US250056518001,250056518001,"Block Group 1, Census Tract 6518, Bristol County, Massachusetts",13111,1184
1500000US250056518002,250056518002,"Block Group 2, Census Tract 6518, Bristol County, Massachusetts",13709,2732
1500000US250056519001,250056519001,"Block Group 1, Census Tract 6519, Bristol County, Massachusetts",15650,4245
1500000US250056519002,250056519002,"Block Group 2, Census Tract 6519, Bristol County, Massachusetts",25938,3622
1500000US250056520001,250056520001,"Block Group 1, Census Tract 6520, Bristol County, Massachusetts",-,**
1500000US250056520002,250056520002,"Block Group 2, Census Tract 6520, Bristol County, Massachusetts",34625,14804
1500000US250056520003,250056520003,"Block Group 3, Census Tract 6520, Bristol County, Massachusetts",39276,8274
1500000US250056521001,250056521001,"Block Group 1, Census Tract 6521, Bristol County, Massachusetts",-,**
1500000US250056521002,250056521002,"Block Group 2, Census Tract 6521, Bristol County, Massachusetts",56750,37538
1500000US250056521003,250056521003,"Block Group 3, Census Tract 6521, Bristol County, Massachusetts",52465,9052
1500000US250056522001,250056522001,"Block Group 1, Census Tract 6522, Bristol County, Massachusetts",75813,19232
1500000US250056522002,250056522002,"Block Group 2, Census Tract 6522, Bristol County, Massachusetts",59479,46173
1500000US250056522003,250056522003,"Block Group 3, Census Tract 6522, Bristol County, Massachusetts",59286,25385
1500000US250056523001,250056523001,"Block Group 1, Census Tract 6523, Bristol County, Massachusetts",44727,22685
1500000US250056523002,250056523002,"Block Group 2, Census Tract 6523, Bristol County, Massachusetts",28385,9408
1500000US250056523003,250056523003,"Block Group 3, Census Tract 6523, Bristol County, Massachusetts",44926,12936
1500000US250056524001,250056524001,"Block Group 1, Census Tract 6524, Bristol County, Massachusetts",33869,11279
1500000US250056524002,250056524002,"Block Group 2, Census Tract 6524, Bristol County, Massachusetts",45052,13102
1500000US250056525001,250056525001,"Block Group 1, Census Tract 6525, Bristol County, Massachusetts",30655,6798
1500000US250056525002,250056525002,"Block Group 2, Census Tract 6525, Bristol County, Massachusetts",25000,8581
1500000US250056526001,250056526001,"Block Group 1, Census Tract 6526, Bristol County, Massachusetts",42356,8935
1500000US250056526002,250056526002,"Block Group 2, Census Tract 6526, Bristol County, Massachusetts",26412,4468
1500000US250056527001,250056527001,"Block Group 1, Census Tract 6527, Bristol County, Massachusetts",30500,20853
1500000US250056527002,250056527002,"Block Group 2, Census Tract 6527, Bristol County, Massachusetts",20000,13134
1500000US250056527003,250056527003,"Block Group 3, Census Tract 6527, Bristol County, Massachusetts",28488,10794
1500000US250056527004,250056527004,"Block Group 4, Census Tract 6527, Bristol County, Massachusetts",26696,20810
1500000US250056528001,250056528001,"Block Group 1, Census Tract 6528, Bristol County, Massachusetts",57760,18102
1500000US250056528002,250056528002,"Block Group 2, Census Tract 6528, Bristol County, Massachusetts",67742,22097
1500000US250056528003,250056528003,"Block Group 3, Census Tract 6528, Bristol County, Massachusetts",53333,29609
1500000US250056531011,250056531011,"Block Group 1, Census Tract 6531.01, Bristol County, Massachusetts",36691,30477
1500000US250056531012,250056531012,"Block Group 2, Census Tract 6531.01, Bristol County, Massachusetts",75536,23642
1500000US250056531013,250056531013,"Block Group 3, Census Tract 6531.01, Bristol County, Massachusetts",42153,22956
1500000US250056531014,250056531014,"Block Group 4, Census Tract 6531.01, Bristol County, Massachusetts",92804,9767
1500000US250056531021,250056531021,"Block Group 1, Census Tract 6531.02, Bristol County, Massachusetts",112639,18074
1500000US250056531022,250056531022,"Block Group 2, Census Tract 6531.02, Bristol County, Massachusetts",92672,15408
1500000US250056532031,250056532031,"Block Group 1, Census Tract 6532.03, Bristol County, Massachusetts",58125,20403
1500000US250056532032,250056532032,"Block Group 2, Census Tract 6532.03, Bristol County, Massachusetts",-,**
1500000US250056532033,250056532033,"Block Group 3, Census Tract 6532.03, Bristol County, Massachusetts",72171,14075
1500000US250056532034,250056532034,"Block Group 4, Census Tract 6532.03, Bristol County, Massachusetts",64659,22213
1500000US250056532041,250056532041,"Block Group 1, Census Tract 6532.04, Bristol County, Massachusetts",68958,14716
1500000US250056533011,250056533011,"Block Group 1, Census Tract 6533.01, Bristol County, Massachusetts",99828,30236
1500000US250056533012,250056533012,"Block Group 2, Census Tract 6533.01, Bristol County, Massachusetts",192778,95361
1500000US250056533013,250056533013,"Block Group 3, Census Tract 6533.01, Bristol County, Massachusetts",24516,7555
1500000US250056533014,250056533014,"Block Group 4, Census Tract 6533.01, Bristol County, Massachusetts",47059,19915
1500000US250056533015,250056533015,"Block Group 5, Census Tract 6533.01, Bristol County, Massachusetts",83173,27683
1500000US250056533041,250056533041,"Block Group 1, Census Tract 6533.04, Bristol County, Massachusetts",111250,29080
1500000US250056533042,250056533042,"Block Group 2, Census Tract 6533.04, Bristol County, Massachusetts",97804,11458
1500000US250056541001,250056541001,"Block Group 1, Census Tract 6541, Bristol County, Massachusetts",96300,21466
1500000US250056541002,250056541002,"Block Group 2, Census Tract 6541, Bristol County, Massachusetts",80313,70974
1500000US250056541003,250056541003,"Block Group 3, Census Tract 6541, Bristol County, Massachusetts",82000,17983
1500000US250056541004,250056541004,"Block Group 4, Census Tract 6541, Bristol County, Massachusetts",64911,7404
1500000US250056542001,250056542001,"Block Group 1, Census Tract 6542, Bristol County, Massachusetts",69145,12931
1500000US250056542002,250056542002,"Block Group 2, Census Tract 6542, Bristol County, Massachusetts",45278,23927
1500000US250056542003,250056542003,"Block Group 3, Census Tract 6542, Bristol County, Massachusetts",49426,17028
1500000US250056551001,250056551001,"Block Group 1, Census Tract 6551, Bristol County, Massachusetts",72215,11534
1500000US250056551002,250056551002,"Block Group 2, Census Tract 6551, Bristol County, Massachusetts",83250,9160
1500000US250056551003,250056551003,"Block Group 3, Census Tract 6551, Bristol County, Massachusetts",72000,44436
1500000US250056552001,250056552001,"Block Group 1, Census Tract 6552, Bristol County, Massachusetts",64135,24574
1500000US250056552002,250056552002,"Block Group 2, Census Tract 6552, Bristol County, Massachusetts",57188,15664
1500000US250056552003,250056552003,"Block Group 3, Census Tract 6552, Bristol County, Massachusetts",37969,24680
1500000US250056552004,250056552004,"Block Group 4, Census Tract 6552, Bristol County, Massachusetts",40625,11059
1500000US250056552005,250056552005,"Block Group 5, Census Tract 6552, Bristol County, Massachusetts",60795,57348
1500000US250056553001,250056553001,"Block Group 1, Census Tract 6553, Bristol County, Massachusetts",28750,8772
1500000US250056553002,250056553002,"Block Group 2, Census Tract 6553, Bristol County, Massachusetts",64167,7344
1500000US250056553003,250056553003,"Block Group 3, Census Tract 6553, Bristol County, Massachusetts",52250,15725
1500000US250056554001,250056554001,"Block Group 1, Census Tract 6554, Bristol County, Massachusetts",86094,14001
1500000US250056554002,250056554002,"Block Group 2, Census Tract 6554, Bristol County, Massachusetts",71250,14300
1500000US250056554003,250056554003,"Block Group 3, Census Tract 6554, Bristol County, Massachusetts",63563,18957
1500000US250056554004,250056554004,"Block Group 4, Census Tract 6554, Bristol County, Massachusetts",-,**
1500000US250059855001,250059855001,"Block Group 1, Census Tract 9855, Bristol County, Massachusetts",78472,13315
1500000US250059856001,250059856001,"Block Group 1, Census Tract 9856, Bristol County, Massachusetts",119706,10675
1500000US250059900000,250059900000,"Block Group 0, Census Tract 9900, Bristol County, Massachusetts",-,**
1500000US250072001001,250072001001,"Block Group 1, Census Tract 2001, Dukes County, Massachusetts",43542,28052
1500000US250072001002,250072001002,"Block Group 2, Census Tract 2001, Dukes County, Massachusetts",68060,27993
1500000US250072001003,250072001003,"Block Group 3, Census Tract 2001, Dukes County, Massachusetts",33972,17987
1500000US250072001004,250072001004,"Block Group 4, Census Tract 2001, Dukes County, Massachusetts",47109,16542
1500000US250072001005,250072001005,"Block Group 5, Census Tract 2001, Dukes County, Massachusetts",-,**
1500000US250072002001,250072002001,"Block Group 1, Census Tract 2002, Dukes County, Massachusetts",34970,28769
1500000US250072002002,250072002002,"Block Group 2, Census Tract 2002, Dukes County, Massachusetts",-,**
1500000US250072002003,250072002003,"Block Group 3, Census Tract 2002, Dukes County, Massachusetts",90685,31143
1500000US250072002004,250072002004,"Block Group 4, Census Tract 2002, Dukes County, Massachusetts",52632,36247
1500000US250072002005,250072002005,"Block Group 5, Census Tract 2002, Dukes County, Massachusetts",101845,50911
1500000US250072003001,250072003001,"Block Group 1, Census Tract 2003, Dukes County, Massachusetts",113750,88627
1500000US250072003002,250072003002,"Block Group 2, Census Tract 2003, Dukes County, Massachusetts",132222,99975
1500000US250072003003,250072003003,"Block Group 3, Census Tract 2003, Dukes County, Massachusetts",61354,17439
1500000US250072003004,250072003004,"Block Group 4, Census Tract 2003, Dukes County, Massachusetts",82688,38896
1500000US250072004001,250072004001,"Block Group 1, Census Tract 2004, Dukes County, Massachusetts",91510,34791
1500000US250072004002,250072004002,"Block Group 2, Census Tract 2004, Dukes County, Massachusetts",92964,25507
1500000US250072004003,250072004003,"Block Group 3, Census Tract 2004, Dukes County, Massachusetts",79844,35721
1500000US250072004004,250072004004,"Block Group 4, Census Tract 2004, Dukes County, Massachusetts",79375,38085
1500000US250072004005,250072004005,"Block Group 5, Census Tract 2004, Dukes County, Massachusetts",80250,29520
1500000US250072004006,250072004006,"Block Group 6, Census Tract 2004, Dukes County, Massachusetts",-,**
1500000US250079900000,250079900000,"Block Group 0, Census Tract 9900, Dukes County, Massachusetts",-,**
1500000US250092011001,250092011001,"Block Group 1, Census Tract 2011, Essex County, Massachusetts",72292,29706
1500000US250092011002,250092011002,"Block Group 2, Census Tract 2011, Essex County, Massachusetts",59821,48263
1500000US250092011003,250092011003,"Block Group 3, Census Tract 2011, Essex County, Massachusetts",117273,60851
1500000US250092011004,250092011004,"Block Group 4, Census Tract 2011, Essex County, Massachusetts",85000,29974
1500000US250092021011,250092021011,"Block Group 1, Census Tract 2021.01, Essex County, Massachusetts",154531,36523
1500000US250092021012,250092021012,"Block Group 2, Census Tract 2021.01, Essex County, Massachusetts",96667,27708
1500000US250092021013,250092021013,"Block Group 3, Census Tract 2021.01, Essex County, Massachusetts",116458,28301
1500000US250092021021,250092021021,"Block Group 1, Census Tract 2021.02, Essex County, Massachusetts",110182,27228
1500000US250092021022,250092021022,"Block Group 2, Census Tract 2021.02, Essex County, Massachusetts",74219,33030
1500000US250092021023,250092021023,"Block Group 3, Census Tract 2021.02, Essex County, Massachusetts",63333,23982
1500000US250092021024,250092021024,"Block Group 4, Census Tract 2021.02, Essex County, Massachusetts",70156,45447
1500000US250092021025,250092021025,"Block Group 5, Census Tract 2021.02, Essex County, Massachusetts",110845,24750
1500000US250092022001,250092022001,"Block Group 1, Census Tract 2022, Essex County, Massachusetts",176705,32732
1500000US250092022002,250092022002,"Block Group 2, Census Tract 2022, Essex County, Massachusetts",153496,18586
1500000US250092022003,250092022003,"Block Group 3, Census Tract 2022, Essex County, Massachusetts",181923,129662
1500000US250092022004,250092022004,"Block Group 4, Census Tract 2022, Essex County, Massachusetts",97031,52280
1500000US250092022005,250092022005,"Block Group 5, Census Tract 2022, Essex County, Massachusetts",107264,20465
1500000US250092022006,250092022006,"Block Group 6, Census Tract 2022, Essex County, Massachusetts",130066,55926
1500000US250092031001,250092031001,"Block Group 1, Census Tract 2031, Essex County, Massachusetts",143365,64538
1500000US250092031002,250092031002,"Block Group 2, Census Tract 2031, Essex County, Massachusetts",107266,68712
1500000US250092031003,250092031003,"Block Group 3, Census Tract 2031, Essex County, Massachusetts",100781,92181
1500000US250092031004,250092031004,"Block Group 4, Census Tract 2031, Essex County, Massachusetts",141306,35416
1500000US250092031005,250092031005,"Block Group 5, Census Tract 2031, Essex County, Massachusetts",233750,118161
1500000US250092031006,250092031006,"Block Group 6, Census Tract 2031, Essex County, Massachusetts",162308,46511
1500000US250092031007,250092031007,"Block Group 7, Census Tract 2031, Essex County, Massachusetts",134091,31939
1500000US250092031008,250092031008,"Block Group 8, Census Tract 2031, Essex County, Massachusetts",219773,79308
1500000US250092032001,250092032001,"Block Group 1, Census Tract 2032, Essex County, Massachusetts",112344,54003
1500000US250092032002,250092032002,"Block Group 2, Census Tract 2032, Essex County, Massachusetts",86250,70123
1500000US250092032003,250092032003,"Block Group 3, Census Tract 2032, Essex County, Massachusetts",48796,3442
1500000US250092032004,250092032004,"Block Group 4, Census Tract 2032, Essex County, Massachusetts",119063,27911
1500000US250092032005,250092032005,"Block Group 5, Census Tract 2032, Essex County, Massachusetts",135156,51964
1500000US250092033011,250092033011,"Block Group 1, Census Tract 2033.01, Essex County, Massachusetts",52344,11169
1500000US250092033012,250092033012,"Block Group 2, Census Tract 2033.01, Essex County, Massachusetts",85688,21983
1500000US250092033013,250092033013,"Block Group 3, Census Tract 2033.01, Essex County, Massachusetts",78472,44664
1500000US250092033014,250092033014,"Block Group 4, Census Tract 2033.01, Essex County, Massachusetts",103239,30128
1500000US250092033021,250092033021,"Block Group 1, Census Tract 2033.02, Essex County, Massachusetts",137083,39829
1500000US250092033022,250092033022,"Block Group 2, Census Tract 2033.02, Essex County, Massachusetts",90053,17756
1500000US250092033023,250092033023,"Block Group 3, Census Tract 2033.02, Essex County, Massachusetts",84050,26929
1500000US250092041011,250092041011,"Block Group 1, Census Tract 2041.01, Essex County, Massachusetts",73704,40880
1500000US250092041012,250092041012,"Block Group 2, Census Tract 2041.01, Essex County, Massachusetts",26531,13671
1500000US250092041013,250092041013,"Block Group 3, Census Tract 2041.01, Essex County, Massachusetts",80078,17217
1500000US250092041014,250092041014,"Block Group 4, Census Tract 2041.01, Essex County, Massachusetts",62656,17137
1500000US250092041021,250092041021,"Block Group 1, Census Tract 2041.02, Essex County, Massachusetts",65042,11597
1500000US250092041022,250092041022,"Block Group 2, Census Tract 2041.02, Essex County, Massachusetts",78333,11359
1500000US250092042001,250092042001,"Block Group 1, Census Tract 2042, Essex County, Massachusetts",40333,26554
1500000US250092042002,250092042002,"Block Group 2, Census Tract 2042, Essex County, Massachusetts",-,**
1500000US250092042003,250092042003,"Block Group 3, Census Tract 2042, Essex County, Massachusetts",64291,5797
1500000US250092042004,250092042004,"Block Group 4, Census Tract 2042, Essex County, Massachusetts",35875,34392
1500000US250092042005,250092042005,"Block Group 5, Census Tract 2042, Essex County, Massachusetts",51140,17287
1500000US250092043001,250092043001,"Block Group 1, Census Tract 2043, Essex County, Massachusetts",56250,20265
1500000US250092043002,250092043002,"Block Group 2, Census Tract 2043, Essex County, Massachusetts",37219,13981
1500000US250092043003,250092043003,"Block Group 3, Census Tract 2043, Essex County, Massachusetts",24556,11392
1500000US250092044001,250092044001,"Block Group 1, Census Tract 2044, Essex County, Massachusetts",76000,21944
1500000US250092044002,250092044002,"Block Group 2, Census Tract 2044, Essex County, Massachusetts",63917,16225
1500000US250092044003,250092044003,"Block Group 3, Census Tract 2044, Essex County, Massachusetts",76429,25164
1500000US250092044004,250092044004,"Block Group 4, Census Tract 2044, Essex County, Massachusetts",57125,38129
1500000US250092045001,250092045001,"Block Group 1, Census Tract 2045, Essex County, Massachusetts",87934,5517
1500000US250092045002,250092045002,"Block Group 2, Census Tract 2045, Essex County, Massachusetts",61964,18036
1500000US250092045003,250092045003,"Block Group 3, Census Tract 2045, Essex County, Massachusetts",86477,24106
1500000US250092046001,250092046001,"Block Group 1, Census Tract 2046, Essex County, Massachusetts",85625,33016
1500000US250092046002,250092046002,"Block Group 2, Census Tract 2046, Essex County, Massachusetts",83092,7628
1500000US250092046003,250092046003,"Block Group 3, Census Tract 2046, Essex County, Massachusetts",142031,68435
1500000US250092046004,250092046004,"Block Group 4, Census Tract 2046, Essex County, Massachusetts",91410,39056
1500000US250092046005,250092046005,"Block Group 5, Census Tract 2046, Essex County, Massachusetts",83399,36427
1500000US250092047011,250092047011,"Block Group 1, Census Tract 2047.01, Essex County, Massachusetts",85742,51115
1500000US250092047012,250092047012,"Block Group 2, Census Tract 2047.01, Essex County, Massachusetts",27981,23652
1500000US250092047013,250092047013,"Block Group 3, Census Tract 2047.01, Essex County, Massachusetts",76750,21751
1500000US250092047021,250092047021,"Block Group 1, Census Tract 2047.02, Essex County, Massachusetts",45256,22062
1500000US250092047022,250092047022,"Block Group 2, Census Tract 2047.02, Essex County, Massachusetts",68750,10952
1500000US250092047023,250092047023,"Block Group 3, Census Tract 2047.02, Essex County, Massachusetts",61759,13978
1500000US250092047024,250092047024,"Block Group 4, Census Tract 2047.02, Essex County, Massachusetts",72872,19148
1500000US250092051001,250092051001,"Block Group 1, Census Tract 2051, Essex County, Massachusetts",57772,26352
1500000US250092051002,250092051002,"Block Group 2, Census Tract 2051, Essex County, Massachusetts",61532,27704
1500000US250092051003,250092051003,"Block Group 3, Census Tract 2051, Essex County, Massachusetts",49564,45746
1500000US250092051004,250092051004,"Block Group 4, Census Tract 2051, Essex County, Massachusetts",112634,16528
1500000US250092051005,250092051005,"Block Group 5, Census Tract 2051, Essex County, Massachusetts",91838,27945
1500000US250092052001,250092052001,"Block Group 1, Census Tract 2052, Essex County, Massachusetts",42356,39229
1500000US250092052002,250092052002,"Block Group 2, Census Tract 2052, Essex County, Massachusetts",44833,23170
1500000US250092052003,250092052003,"Block Group 3, Census Tract 2052, Essex County, Massachusetts",85280,30476
1500000US250092052004,250092052004,"Block Group 4, Census Tract 2052, Essex County, Massachusetts",78569,40436
1500000US250092052005,250092052005,"Block Group 5, Census Tract 2052, Essex County, Massachusetts",108615,53956
1500000US250092053001,250092053001,"Block Group 1, Census Tract 2053, Essex County, Massachusetts",90433,17169
1500000US250092053002,250092053002,"Block Group 2, Census Tract 2053, Essex County, Massachusetts",95368,25601
1500000US250092053003,250092053003,"Block Group 3, Census Tract 2053, Essex County, Massachusetts",88194,27545
1500000US250092053004,250092053004,"Block Group 4, Census Tract 2053, Essex County, Massachusetts",106111,40808
1500000US250092054001,250092054001,"Block Group 1, Census Tract 2054, Essex County, Massachusetts",104006,12513
1500000US250092054002,250092054002,"Block Group 2, Census Tract 2054, Essex County, Massachusetts",102446,8570
1500000US250092054003,250092054003,"Block Group 3, Census Tract 2054, Essex County, Massachusetts",106830,12564
1500000US250092055001,250092055001,"Block Group 1, Census Tract 2055, Essex County, Massachusetts",58352,11988
1500000US250092055002,250092055002,"Block Group 2, Census Tract 2055, Essex County, Massachusetts",48879,17357
1500000US250092056001,250092056001,"Block Group 1, Census Tract 2056, Essex County, Massachusetts",25000,18252
1500000US250092056002,250092056002,"Block Group 2, Census Tract 2056, Essex County, Massachusetts",-,**
1500000US250092056003,250092056003,"Block Group 3, Census Tract 2056, Essex County, Massachusetts",49286,28364
1500000US250092056004,250092056004,"Block Group 4, Census Tract 2056, Essex County, Massachusetts",83269,12728
1500000US250092057001,250092057001,"Block Group 1, Census Tract 2057, Essex County, Massachusetts",139500,43353
1500000US250092057002,250092057002,"Block Group 2, Census Tract 2057, Essex County, Massachusetts",89091,25294
1500000US250092057003,250092057003,"Block Group 3, Census Tract 2057, Essex County, Massachusetts",92661,37733
1500000US250092057004,250092057004,"Block Group 4, Census Tract 2057, Essex County, Massachusetts",-,**
1500000US250092057005,250092057005,"Block Group 5, Census Tract 2057, Essex County, Massachusetts",66528,16812
1500000US250092058001,250092058001,"Block Group 1, Census Tract 2058, Essex County, Massachusetts",57125,21100
1500000US250092058002,250092058002,"Block Group 2, Census Tract 2058, Essex County, Massachusetts",44464,24265
1500000US250092058003,250092058003,"Block Group 3, Census Tract 2058, Essex County, Massachusetts",77721,22936
1500000US250092059001,250092059001,"Block Group 1, Census Tract 2059, Essex County, Massachusetts",55078,6593
1500000US250092059002,250092059002,"Block Group 2, Census Tract 2059, Essex County, Massachusetts",74444,22847
1500000US250092059003,250092059003,"Block Group 3, Census Tract 2059, Essex County, Massachusetts",73147,7024
1500000US250092060001,250092060001,"Block Group 1, Census Tract 2060, Essex County, Massachusetts",48274,13000
1500000US250092060002,250092060002,"Block Group 2, Census Tract 2060, Essex County, Massachusetts",37324,4317
1500000US250092061001,250092061001,"Block Group 1, Census Tract 2061, Essex County, Massachusetts",24643,6002
1500000US250092061002,250092061002,"Block Group 2, Census Tract 2061, Essex County, Massachusetts",40144,5151
1500000US250092062001,250092062001,"Block Group 1, Census Tract 2062, Essex County, Massachusetts",32287,22889
1500000US250092062002,250092062002,"Block Group 2, Census Tract 2062, Essex County, Massachusetts",39658,27096
1500000US250092062003,250092062003,"Block Group 3, Census Tract 2062, Essex County, Massachusetts",37037,16223
1500000US250092063001,250092063001,"Block Group 1, Census Tract 2063, Essex County, Massachusetts",80972,48162
1500000US250092063002,250092063002,"Block Group 2, Census Tract 2063, Essex County, Massachusetts",57102,27854
1500000US250092063003,250092063003,"Block Group 3, Census Tract 2063, Essex County, Massachusetts",-,**
1500000US250092063004,250092063004,"Block Group 4, Census Tract 2063, Essex County, Massachusetts",52125,35958
1500000US250092064001,250092064001,"Block Group 1, Census Tract 2064, Essex County, Massachusetts",44515,12751
1500000US250092064002,250092064002,"Block Group 2, Census Tract 2064, Essex County, Massachusetts",73587,7458
1500000US250092064003,250092064003,"Block Group 3, Census Tract 2064, Essex County, Massachusetts",60446,16057
1500000US250092064004,250092064004,"Block Group 4, Census Tract 2064, Essex County, Massachusetts",64286,25601
1500000US250092065001,250092065001,"Block Group 1, Census Tract 2065, Essex County, Massachusetts",40500,31671
1500000US250092065002,250092065002,"Block Group 2, Census Tract 2065, Essex County, Massachusetts",47308,41436
1500000US250092065003,250092065003,"Block Group 3, Census Tract 2065, Essex County, Massachusetts",36774,20797
1500000US250092066001,250092066001,"Block Group 1, Census Tract 2066, Essex County, Massachusetts",31098,9871
1500000US250092066002,250092066002,"Block Group 2, Census Tract 2066, Essex County, Massachusetts",46685,20966
1500000US250092066003,250092066003,"Block Group 3, Census Tract 2066, Essex County, Massachusetts",52321,23817
1500000US250092066004,250092066004,"Block Group 4, Census Tract 2066, Essex County, Massachusetts",37105,30235
1500000US250092067001,250092067001,"Block Group 1, Census Tract 2067, Essex County, Massachusetts",29412,22239
1500000US250092067002,250092067002,"Block Group 2, Census Tract 2067, Essex County, Massachusetts",60679,9793
1500000US250092067003,250092067003,"Block Group 3, Census Tract 2067, Essex County, Massachusetts",41389,16026
1500000US250092067004,250092067004,"Block Group 4, Census Tract 2067, Essex County, Massachusetts",29583,15909
1500000US250092068001,250092068001,"Block Group 1, Census Tract 2068, Essex County, Massachusetts",51020,7765
1500000US250092068002,250092068002,"Block Group 2, Census Tract 2068, Essex County, Massachusetts",16607,5263
1500000US250092069001,250092069001,"Block Group 1, Census Tract 2069, Essex County, Massachusetts",11481,1370
1500000US250092069002,250092069002,"Block Group 2, Census Tract 2069, Essex County, Massachusetts",54135,12139
1500000US250092069003,250092069003,"Block Group 3, Census Tract 2069, Essex County, Massachusetts",20400,7821
1500000US250092070001,250092070001,"Block Group 1, Census Tract 2070, Essex County, Massachusetts",13194,12221
1500000US250092070002,250092070002,"Block Group 2, Census Tract 2070, Essex County, Massachusetts",31750,6986
1500000US250092071001,250092071001,"Block Group 1, Census Tract 2071, Essex County, Massachusetts",39531,10483
1500000US250092071002,250092071002,"Block Group 2, Census Tract 2071, Essex County, Massachusetts",63917,10132
1500000US250092071003,250092071003,"Block Group 3, Census Tract 2071, Essex County, Massachusetts",41719,5869
1500000US250092072001,250092072001,"Block Group 1, Census Tract 2072, Essex County, Massachusetts",61435,26855
1500000US250092072002,250092072002,"Block Group 2, Census Tract 2072, Essex County, Massachusetts",31307,10644
1500000US250092081011,250092081011,"Block Group 1, Census Tract 2081.01, Essex County, Massachusetts",88243,7853
1500000US250092081012,250092081012,"Block Group 2, Census Tract 2081.01, Essex County, Massachusetts",81250,8519
1500000US250092081013,250092081013,"Block Group 3, Census Tract 2081.01, Essex County, Massachusetts",74148,21817
1500000US250092081014,250092081014,"Block Group 4, Census Tract 2081.01, Essex County, Massachusetts",79420,33271
1500000US250092081021,250092081021,"Block Group 1, Census Tract 2081.02, Essex County, Massachusetts",73750,15080
1500000US250092081022,250092081022,"Block Group 2, Census Tract 2081.02, Essex County, Massachusetts",94844,12663
1500000US250092081023,250092081023,"Block Group 3, Census Tract 2081.02, Essex County, Massachusetts",74063,14168
1500000US250092081024,250092081024,"Block Group 4, Census Tract 2081.02, Essex County, Massachusetts",61481,14942
1500000US250092082001,250092082001,"Block Group 1, Census Tract 2082, Essex County, Massachusetts",74688,13888
1500000US250092082002,250092082002,"Block Group 2, Census Tract 2082, Essex County, Massachusetts",125395,25476
1500000US250092082003,250092082003,"Block Group 3, Census Tract 2082, Essex County, Massachusetts",41960,17458
1500000US250092082004,250092082004,"Block Group 4, Census Tract 2082, Essex County, Massachusetts",92212,21984
1500000US250092083001,250092083001,"Block Group 1, Census Tract 2083, Essex County, Massachusetts",96250,19001
1500000US250092083002,250092083002,"Block Group 2, Census Tract 2083, Essex County, Massachusetts",77448,17543
1500000US250092083003,250092083003,"Block Group 3, Census Tract 2083, Essex County, Massachusetts",86738,67637
1500000US250092083004,250092083004,"Block Group 4, Census Tract 2083, Essex County, Massachusetts",36705,18580
1500000US250092084001,250092084001,"Block Group 1, Census Tract 2084, Essex County, Massachusetts",89118,41130
1500000US250092084002,250092084002,"Block Group 2, Census Tract 2084, Essex County, Massachusetts",72656,15097
1500000US250092084003,250092084003,"Block Group 3, Census Tract 2084, Essex County, Massachusetts",131397,41921
1500000US250092084004,250092084004,"Block Group 4, Census Tract 2084, Essex County, Massachusetts",112099,39129
1500000US250092091001,250092091001,"Block Group 1, Census Tract 2091, Essex County, Massachusetts",103750,48766
1500000US250092091002,250092091002,"Block Group 2, Census Tract 2091, Essex County, Massachusetts",119338,11530
1500000US250092091003,250092091003,"Block Group 3, Census Tract 2091, Essex County, Massachusetts",70625,15177
1500000US250092091004,250092091004,"Block Group 4, Census Tract 2091, Essex County, Massachusetts",106781,47059
1500000US250092091005,250092091005,"Block Group 5, Census Tract 2091, Essex County, Massachusetts",110078,29761
